day,new features,edits
2014-12-31 00:00:00+05:45,0,47
2016-05-11 00:00:00+05:45,0,108
2013-05-23 00:00:00+05:45,3435,845
2013-05-24 00:00:00+05:45,3643,994
2011-05-14 00:00:00+05:45,0,575
2012-04-20 00:00:00+05:45,14,12
2013-08-03 00:00:00+05:45,1793,165
2014-01-24 00:00:00+05:45,217,52
2012-12-16 00:00:00+05:45,174,578
2015-12-02 00:00:00+05:45,0,36
2012-06-11 00:00:00+05:45,487,387
2012-09-21 00:00:00+05:45,2098,288
2015-09-08 00:00:00+05:45,0,6
2011-07-06 00:00:00+05:45,3062,383
2011-05-11 00:00:00+05:45,1963,711
2010-12-07 00:00:00+05:45,6202,258
2012-05-17 00:00:00+05:45,0,5
2013-05-29 00:00:00+05:45,5715,830
2011-02-14 00:00:00+05:45,1,7
2014-04-21 00:00:00+05:45,5628,425
2013-01-12 00:00:00+05:45,1512,54
2014-01-09 00:00:00+05:45,7012,1044
2012-02-17 00:00:00+05:45,525,43
2015-07-03 00:00:00+05:45,0,5
2013-11-09 00:00:00+05:45,8660,785
2015-09-01 00:00:00+05:45,0,4
2013-10-06 00:00:00+05:45,539,243
2015-05-19 00:00:00+05:45,0,115
2016-08-05 00:00:00+05:45,0,4
2012-12-15 00:00:00+05:45,414,29
2014-06-14 00:00:00+05:45,46,413
2014-07-30 00:00:00+05:45,1169,166
2012-07-02 00:00:00+05:45,22,52
2010-08-12 00:00:00+05:45,1,3
2012-07-10 00:00:00+05:45,184,94
2012-04-16 00:00:00+05:45,242,200
2012-11-07 00:00:00+05:45,2167,2197
2014-12-17 00:00:00+05:45,2527,130
2008-05-24 00:00:00+05:45,0,1
2012-07-04 00:00:00+05:45,680,53
2012-05-27 00:00:00+05:45,872,329
2015-05-23 00:00:00+05:45,0,25
2012-09-01 00:00:00+05:45,958,276
2016-01-12 00:00:00+05:45,0,3
2014-10-05 00:00:00+05:45,14190,450
2009-12-10 00:00:00+05:45,116,74
2012-01-29 00:00:00+05:45,43,33
2012-02-18 00:00:00+05:45,138,3
2012-04-08 00:00:00+05:45,27,2
2013-06-05 00:00:00+05:45,3510,1167
2011-09-15 00:00:00+05:45,1,1
2013-09-12 00:00:00+05:45,12026,2927
2013-06-28 00:00:00+05:45,2297,334
2009-12-08 00:00:00+05:45,0,8
2013-12-17 00:00:00+05:45,15,14
2012-08-22 00:00:00+05:45,378,67
2016-08-30 00:00:00+05:45,0,6
2011-06-13 00:00:00+05:45,46,22
2011-03-22 00:00:00+05:45,0,3
2011-05-05 00:00:00+05:45,159,198
2010-09-21 00:00:00+05:45,0,1
2016-03-26 00:00:00+05:45,0,3
2012-02-08 00:00:00+05:45,4,2
2013-06-07 00:00:00+05:45,583,180
2009-07-16 00:00:00+05:45,78,24
2011-02-11 00:00:00+05:45,52,42
2011-02-05 00:00:00+05:45,0,1
2015-09-28 00:00:00+05:45,0,3
2015-08-11 00:00:00+05:45,0,2
2014-05-14 00:00:00+05:45,161,433
2013-05-15 00:00:00+05:45,1243,515
2016-03-04 00:00:00+05:45,0,1
2012-01-15 00:00:00+05:45,0,6
2013-08-01 00:00:00+05:45,190,577
2013-12-18 00:00:00+05:45,742,221
2012-06-05 00:00:00+05:45,97,1524
2008-06-13 00:00:00+05:45,0,1
2016-08-13 00:00:00+05:45,0,57
2015-08-12 00:00:00+05:45,0,1
2012-05-19 00:00:00+05:45,1,0
2014-03-02 00:00:00+05:45,165,477
2010-11-29 00:00:00+05:45,11,0
2013-10-07 00:00:00+05:45,212,325
2013-09-06 00:00:00+05:45,6367,329
2011-12-02 00:00:00+05:45,298,36
2011-08-18 00:00:00+05:45,1223,202
2014-07-11 00:00:00+05:45,674,467
2009-07-23 00:00:00+05:45,0,7
2013-08-26 00:00:00+05:45,6881,7462
2014-11-02 00:00:00+05:45,143,132
2013-11-21 00:00:00+05:45,1241,308
2015-07-10 00:00:00+05:45,0,42
2010-08-24 00:00:00+05:45,0,1
2010-12-31 00:00:00+05:45,393,27
2009-08-18 00:00:00+05:45,0,1
2011-08-29 00:00:00+05:45,51,4
2015-02-03 00:00:00+05:45,0,11
2013-07-07 00:00:00+05:45,298,918
2014-02-17 00:00:00+05:45,3,11
2009-10-05 00:00:00+05:45,4,0
2015-06-12 00:00:00+05:45,0,21
2010-05-02 00:00:00+05:45,44,4
2008-08-12 00:00:00+05:45,0,1
2008-09-16 00:00:00+05:45,739,22
2009-11-28 00:00:00+05:45,156,3
2011-05-13 00:00:00+05:45,81,492
2013-05-10 00:00:00+05:45,5907,519
2014-05-18 00:00:00+05:45,1433,635
2014-09-22 00:00:00+05:45,7531,657
2011-05-06 00:00:00+05:45,2215,2110
2009-09-11 00:00:00+05:45,0,1
2013-10-10 00:00:00+05:45,363,880
2014-03-11 00:00:00+05:45,2905,501
2016-02-01 00:00:00+05:45,0,44
2013-07-25 00:00:00+05:45,57,201
2013-09-03 00:00:00+05:45,4780,485
2016-06-14 00:00:00+05:45,0,1
2015-02-09 00:00:00+05:45,0,17
2013-04-15 00:00:00+05:45,3166,455
2015-04-04 00:00:00+05:45,0,2
2013-03-25 00:00:00+05:45,160,1391
2012-09-02 00:00:00+05:45,877,808
2014-03-27 00:00:00+05:45,572,196
2011-06-19 00:00:00+05:45,58,27
2015-08-30 00:00:00+05:45,0,4
2015-06-02 00:00:00+05:45,0,4
2012-03-30 00:00:00+05:45,0,1
2010-12-01 00:00:00+05:45,0,731
2011-11-29 00:00:00+05:45,1339,421
2013-05-28 00:00:00+05:45,6349,712
2009-02-01 00:00:00+05:45,0,39
2012-04-25 00:00:00+05:45,36,15
2013-11-30 00:00:00+05:45,43,20
2013-12-09 00:00:00+05:45,3917,321
2011-11-26 00:00:00+05:45,54,278
2009-03-01 00:00:00+05:45,107,550
2014-06-05 00:00:00+05:45,1935,1224
2009-08-21 00:00:00+05:45,0,2
2010-05-25 00:00:00+05:45,1,1
2016-02-29 00:00:00+05:45,0,1
2012-02-10 00:00:00+05:45,0,8
2008-08-02 00:00:00+05:45,118,40
2014-11-09 00:00:00+05:45,1508,395
2011-01-03 00:00:00+05:45,276,242
2013-09-26 00:00:00+05:45,1037,507
2013-12-22 00:00:00+05:45,542,213
2011-10-14 00:00:00+05:45,1139,1510
2010-06-12 00:00:00+05:45,0,6
2012-02-12 00:00:00+05:45,833,16
2013-02-04 00:00:00+05:45,947,161
2013-09-22 00:00:00+05:45,2291,1557
2013-02-11 00:00:00+05:45,3689,315
2014-06-11 00:00:00+05:45,222,2343
2009-12-01 00:00:00+05:45,0,2
2013-01-18 00:00:00+05:45,196,91
2014-02-20 00:00:00+05:45,327,488
2010-10-21 00:00:00+05:45,1,1
2014-07-05 00:00:00+05:45,0,3
2013-12-25 00:00:00+05:45,216,52
2013-08-14 00:00:00+05:45,8911,859
2015-03-31 00:00:00+05:45,0,6
2012-10-14 00:00:00+05:45,1036,1309
2013-06-13 00:00:00+05:45,1428,672
2013-03-11 00:00:00+05:45,7326,1649
2011-05-22 00:00:00+05:45,0,1
2012-04-14 00:00:00+05:45,0,1
2015-06-27 00:00:00+05:45,0,68
2013-01-14 00:00:00+05:45,376,77
2012-12-12 00:00:00+05:45,3338,508
2008-07-19 00:00:00+05:45,203,102
2016-06-20 00:00:00+05:45,0,5
2014-02-19 00:00:00+05:45,1075,771
2013-12-04 00:00:00+05:45,2084,271
2013-08-29 00:00:00+05:45,10049,719
2012-09-09 00:00:00+05:45,1657,1095
2015-06-01 00:00:00+05:45,0,8
2011-09-13 00:00:00+05:45,2,3
2012-01-19 00:00:00+05:45,287,240
2012-01-12 00:00:00+05:45,0,6
2012-08-08 00:00:00+05:45,42,112
